page_id,title,url,sections_count,total_words
e20156a5a0808985,AMAZING ONLINE,https://wiki.amazing-online.com/index.php?title=AMAZING_ONLINE,10,642
ea637d9d940aea2a,Как начать играть,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B0%D0%BA_%D0%BD%D0%B0%D1%87%D0%B0%D1%82%D1%8C_%D0%B8%D0%B3%D1%80%D0%B0%D1%82%D1%8C,7,1010
f61988d5b535b7f4,Первые шаги,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B5%D1%80%D0%B2%D1%8B%D0%B5_%D1%88%D0%B0%D0%B3%D0%B8,10,639
dd0f63b24a42b6b7,Квестовые персонажи,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B2%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D1%8B%D0%B5_%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8,7,117
741788b13758a9ca,Администрация,https://wiki.amazing-online.com/index.php?title=%D0%90%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D1%8F,3,279
2aef38c5ba3c9691,Игровые акции,https://wiki.amazing-online.com/index.php?title=%D0%98%D0%B3%D1%80%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B0%D0%BA%D1%86%D0%B8%D0%B8,3,191
e31ae87e8a46fcad,Игровой сайт,https://wiki.amazing-online.com/index.php?title=%D0%98%D0%B3%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D1%81%D0%B0%D0%B9%D1%82,16,448
35c21b173a49a740,Вопросы и ответы (F.A.Q.),https://wiki.amazing-online.com/index.php?title=%D0%92%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D1%8B_%D0%B8_%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%8B_(F.A.Q.),29,212
a90d8114d43cd6ac,Информация про жалобы,https://wiki.amazing-online.com/index.php?title=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F_%D0%BF%D1%80%D0%BE_%D0%B6%D0%B0%D0%BB%D0%BE%D0%B1%D1%8B,9,363
21f59ba95c27ae33,Интересные места,https://wiki.amazing-online.com/index.php?title=%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BD%D1%8B%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%B0,1,274
758a9be62c1fb6ba,Как пройти собеседование,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B0%D0%BA_%D0%BF%D1%80%D0%BE%D0%B9%D1%82%D0%B8_%D1%81%D0%BE%D0%B1%D0%B5%D1%81%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5,7,525
847311f8daa18211,Как купить автомобиль,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B0%D0%BA_%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C_%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C,3,285
778261deb71072e9,Как выбрать RP никнейм,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B0%D0%BA_%D0%B2%D1%8B%D0%B1%D1%80%D0%B0%D1%82%D1%8C_RP_%D0%BD%D0%B8%D0%BA%D0%BD%D0%B5%D0%B9%D0%BC,3,109
a1101024f094f7bc,Система повышения в организациях,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%BF%D0%BE%D0%B2%D1%8B%D1%88%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B2_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F%D1%85,7,333
4da9bbca3ccbdb3b,RED,https://wiki.amazing-online.com/index.php?title=RED,11,214
f637e93039360a8a,YELLOW,https://wiki.amazing-online.com/index.php?title=YELLOW,10,166
47cacf4132db1f6b,GREEN,https://wiki.amazing-online.com/index.php?title=GREEN,10,184
610c2c7ce67d7c6c,AZURE,https://wiki.amazing-online.com/index.php?title=AZURE,9,168
73c05e5cc83e9ecd,SILVER,https://wiki.amazing-online.com/index.php?title=SILVER,9,171
e9132b4c1fd23e00,ROSE,https://wiki.amazing-online.com/index.php?title=ROSE,6,139
97bdb01b804c8ba5,BLACK,https://wiki.amazing-online.com/index.php?title=BLACK,5,91
887c3c0c3bb360b5,SKY,https://wiki.amazing-online.com/index.php?title=SKY,4,96
ec30b83c1a37def8,TITAN,https://wiki.amazing-online.com/index.php?title=TITAN,4,79
375c69678d886c31,X,https://wiki.amazing-online.com/index.php?title=X,4,65
b2a29d6f99681c85,FIRE,https://wiki.amazing-online.com/index.php?title=FIRE,3,61
537521ae6e579ede,LIME,https://wiki.amazing-online.com/index.php?title=LIME,3,81
20f5c3132cbad5b6,Переводы между серверами,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%8B_%D0%BC%D0%B5%D0%B6%D0%B4%D1%83_%D1%81%D0%B5%D1%80%D0%B2%D0%B5%D1%80%D0%B0%D0%BC%D0%B8,5,316
2bf83e2aad94b8ed,Игровой уровень,https://wiki.amazing-online.com/index.php?title=%D0%98%D0%B3%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D1%83%D1%80%D0%BE%D0%B2%D0%B5%D0%BD%D1%8C,4,373
9c9e8dbf7e06d900,Навыки на работах,https://wiki.amazing-online.com/index.php?title=%D0%9D%D0%B0%D0%B2%D1%8B%D0%BA%D0%B8_%D0%BD%D0%B0_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%D1%85,3,567
5313a9f9eb5f0ca0,Прокачка персонажа,https://wiki.amazing-online.com/index.php?title=%D0%9F%D1%80%D0%BE%D0%BA%D0%B0%D1%87%D0%BA%D0%B0_%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B0,3,909
4dafc6816b1ceca8,AMAZING PASS,https://wiki.amazing-online.com/index.php?title=AMAZING_PASS,4,267
6aeec83c640d2bbc,Статус VIP,https://wiki.amazing-online.com/index.php?title=%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%81_VIP,3,473
7877ca3dfb777a62,Чит-коды,https://wiki.amazing-online.com/index.php?title=%D0%A7%D0%B8%D1%82-%D0%BA%D0%BE%D0%B4%D1%8B,3,121
3f74b835799dc1db,Достижения в спорте,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%BE%D1%81%D1%82%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B2_%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B5,3,93
a3923374160de8f9,Майский ивент,https://wiki.amazing-online.com/index.php?title=%D0%9C%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%B2%D0%B5%D0%BD%D1%82,25,698
047d34381fb60bdd,Новогодний ивент,https://wiki.amazing-online.com/index.php?title=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9_%D0%B8%D0%B2%D0%B5%D0%BD%D1%82,28,1510
7499db223ea22426,Хэллоуинский ивент,https://wiki.amazing-online.com/index.php?title=%D0%A5%D1%8D%D0%BB%D0%BB%D0%BE%D1%83%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%B2%D0%B5%D0%BD%D1%82,12,804
f7d6d51c86c1f61b,Пасхальный ивент,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B0%D1%81%D1%85%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%B8%D0%B2%D0%B5%D0%BD%D1%82,2,186
b0d9380cf85b4af1,Сталкер-ивент,https://wiki.amazing-online.com/index.php?title=%D0%A1%D1%82%D0%B0%D0%BB%D0%BA%D0%B5%D1%80-%D0%B8%D0%B2%D0%B5%D0%BD%D1%82,8,2391
84130855488c9cc4,Донат,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%BE%D0%BD%D0%B0%D1%82,11,982
e1b0f6319b273f63,Виды игровых валют,https://wiki.amazing-online.com/index.php?title=%D0%92%D0%B8%D0%B4%D1%8B_%D0%B8%D0%B3%D1%80%D0%BE%D0%B2%D1%8B%D1%85_%D0%B2%D0%B0%D0%BB%D1%8E%D1%82,18,433
61481c9712975a6b,Кейсы,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B5%D0%B9%D1%81%D1%8B,57,1727
fa506df2d790bc80,Коины,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%BE%D0%B8%D0%BD%D1%8B,4,73
0b641ad4775b4ef1,Слоты транспорта,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%BB%D0%BE%D1%82%D1%8B_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0,1,149
a978ec97f71c754c,Система дрифта,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%B4%D1%80%D0%B8%D1%84%D1%82%D0%B0,3,555
4077b2824ba6678a,Система лизинга,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%BB%D0%B8%D0%B7%D0%B8%D0%BD%D0%B3%D0%B0,6,286
a24b1e879a078785,Система аренды самокатов,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%B0%D1%80%D0%B5%D0%BD%D0%B4%D1%8B_%D1%81%D0%B0%D0%BC%D0%BE%D0%BA%D0%B0%D1%82%D0%BE%D0%B2,3,212
a900fee939c6b6f8,Парковки и аренда транспорта,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BA%D0%B8_%D0%B8_%D0%B0%D1%80%D0%B5%D0%BD%D0%B4%D0%B0_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0,9,281
faa929e966c2e2b9,Скуп металлолома,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%BA%D1%83%D0%BF_%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0,3,102
1c808e2feec5cf3f,Список транспорта,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0,40,3566
56b4643d67050c38,Аудиосистема,https://wiki.amazing-online.com/index.php?title=%D0%90%D1%83%D0%B4%D0%B8%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0,3,193
a1f51cf05b132f52,Стробоскопы,https://wiki.amazing-online.com/index.php?title=%D0%A1%D1%82%D1%80%D0%BE%D0%B1%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,2,84
f277b27c7470c76b,Неоновая подсветка,https://wiki.amazing-online.com/index.php?title=%D0%9D%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B4%D1%81%D0%B2%D0%B5%D1%82%D0%BA%D0%B0,3,126
f8676eff31c6da17,Гидравлика,https://wiki.amazing-online.com/index.php?title=%D0%93%D0%B8%D0%B4%D1%80%D0%B0%D0%B2%D0%BB%D0%B8%D0%BA%D0%B0,2,59
aa62f4b7b9cdab98,Пневмоподвеска,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%BD%D0%B5%D0%B2%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B0,2,84
df3789be38fc5c30,Дополнительный багажник,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%BE%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%B1%D0%B0%D0%B3%D0%B0%D0%B6%D0%BD%D0%B8%D0%BA,2,52
5bb69a0127065580,Дополнительный топливный бак,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%BE%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%82%D0%BE%D0%BF%D0%BB%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9_%D0%B1%D0%B0%D0%BA,1,39
e820ada60a92f22d,Градиентная покраска,https://wiki.amazing-online.com/index.php?title=%D0%93%D1%80%D0%B0%D0%B4%D0%B8%D0%B5%D0%BD%D1%82%D0%BD%D0%B0%D1%8F_%D0%BF%D0%BE%D0%BA%D1%80%D0%B0%D1%81%D0%BA%D0%B0,2,89
70e01fd709474887,Нитро,https://wiki.amazing-online.com/index.php?title=%D0%9D%D0%B8%D1%82%D1%80%D0%BE,2,95
1bb6579d21e64f71,Брендовая рамка,https://wiki.amazing-online.com/index.php?title=%D0%91%D1%80%D0%B5%D0%BD%D0%B4%D0%BE%D0%B2%D0%B0%D1%8F_%D1%80%D0%B0%D0%BC%D0%BA%D0%B0,3,121
1a89778d0b248fa0,Цветная рамка,https://wiki.amazing-online.com/index.php?title=%D0%A6%D0%B2%D0%B5%D1%82%D0%BD%D0%B0%D1%8F_%D1%80%D0%B0%D0%BC%D0%BA%D0%B0,3,118
214c2051c4749626,Чип-тюнинг,https://wiki.amazing-online.com/index.php?title=%D0%A7%D0%B8%D0%BF-%D1%82%D1%8E%D0%BD%D0%B8%D0%BD%D0%B3,4,141
e1649c24a9dd3b2c,Дрифт-дым,https://wiki.amazing-online.com/index.php?title=%D0%94%D1%80%D0%B8%D1%84%D1%82-%D0%B4%D1%8B%D0%BC,4,123
1577b69772cab26b,Цветные фары,https://wiki.amazing-online.com/index.php?title=%D0%A6%D0%B2%D0%B5%D1%82%D0%BD%D1%8B%D0%B5_%D1%84%D0%B0%D1%80%D1%8B,4,147
5bd179970372324f,Панель быстрого доступа,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B0%D0%BD%D0%B5%D0%BB%D1%8C_%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%BE%D0%B3%D0%BE_%D0%B4%D0%BE%D1%81%D1%82%D1%83%D0%BF%D0%B0,1,35
b9f47ea2dbd875f3,"Меню ""Пауза""",https://wiki.amazing-online.com/index.php?title=%D0%9C%D0%B5%D0%BD%D1%8E_%22%D0%9F%D0%B0%D1%83%D0%B7%D0%B0%22,70,1315
8b130095aa139fc6,Система анимаций,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D1%86%D0%B8%D0%B9,3,256
0bb878ea64afa4e4,Вид от первого лица,https://wiki.amazing-online.com/index.php?title=%D0%92%D0%B8%D0%B4_%D0%BE%D1%82_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%B3%D0%BE_%D0%BB%D0%B8%D1%86%D0%B0,4,109
307618ad46627cd8,Радиальное меню,https://wiki.amazing-online.com/index.php?title=%D0%A0%D0%B0%D0%B4%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B5%D0%BD%D1%8E,3,211
842043580d66d215,Инвентарь,https://wiki.amazing-online.com/index.php?title=%D0%98%D0%BD%D0%B2%D0%B5%D0%BD%D1%82%D0%B0%D1%80%D1%8C,13,326
0bac18440ad7ec7a,Голосовой чат,https://wiki.amazing-online.com/index.php?title=%D0%93%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B2%D0%BE%D0%B9_%D1%87%D0%B0%D1%82,8,166
50a520e004d621b9,Квартиры,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80%D1%8B,3,210
9796200077971d9e,Дома,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%BE%D0%BC%D0%B0,10,330
67915c8d1c94e3ca,Общежития для семей,https://wiki.amazing-online.com/index.php?title=%D0%9E%D0%B1%D1%89%D0%B5%D0%B6%D0%B8%D1%82%D0%B8%D1%8F_%D0%B4%D0%BB%D1%8F_%D1%81%D0%B5%D0%BC%D0%B5%D0%B9,4,347
ee033989f108390d,Семейные особняки,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%B5%D0%BC%D0%B5%D0%B9%D0%BD%D1%8B%D0%B5_%D0%BE%D1%81%D0%BE%D0%B1%D0%BD%D1%8F%D0%BA%D0%B8,4,282
6cac4f4712b92550,Список домов,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D0%B4%D0%BE%D0%BC%D0%BE%D0%B2,11,8163
c4788414f7cb60ca,Водитель автобуса,https://wiki.amazing-online.com/index.php?title=%D0%92%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B0%D0%B2%D1%82%D0%BE%D0%B1%D1%83%D1%81%D0%B0,7,777
15684a2128f4c9f0,Лесопилка,https://wiki.amazing-online.com/index.php?title=%D0%9B%D0%B5%D1%81%D0%BE%D0%BF%D0%B8%D0%BB%D0%BA%D0%B0,8,891
a0622fc9fae71845,Карьер,https://wiki.amazing-online.com/index.php?title=%D0%9A%D0%B0%D1%80%D1%8C%D0%B5%D1%80,13,1041
9e451ee60dae5cf8,Механик,https://wiki.amazing-online.com/index.php?title=%D0%9C%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%BA,8,811
27a4602f698ef3a9,Фрезеровщик,https://wiki.amazing-online.com/index.php?title=%D0%A4%D1%80%D0%B5%D0%B7%D0%B5%D1%80%D0%BE%D0%B2%D1%89%D0%B8%D0%BA,7,690
e47e36cf17116926,Развозчик,https://wiki.amazing-online.com/index.php?title=%D0%A0%D0%B0%D0%B7%D0%B2%D0%BE%D0%B7%D1%87%D0%B8%D0%BA,8,1028
187baccd7f89dfe5,Таксист,https://wiki.amazing-online.com/index.php?title=%D0%A2%D0%B0%D0%BA%D1%81%D0%B8%D1%81%D1%82,6,894
1e0baed2abf1d599,Рыбалка,https://wiki.amazing-online.com/index.php?title=%D0%A0%D1%8B%D0%B1%D0%B0%D0%BB%D0%BA%D0%B0,6,951
6b1321489034f1e5,Дальнобойщик,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B1%D0%BE%D0%B9%D1%89%D0%B8%D0%BA,5,672
745ff90655cb561b,Уборщик улиц,https://wiki.amazing-online.com/index.php?title=%D0%A3%D0%B1%D0%BE%D1%80%D1%89%D0%B8%D0%BA_%D1%83%D0%BB%D0%B8%D1%86,11,1149
f428b2ff793c13f9,Ферма,https://wiki.amazing-online.com/index.php?title=%D0%A4%D0%B5%D1%80%D0%BC%D0%B0,17,2076
1a011ae0651a42f2,Донор крови,https://wiki.amazing-online.com/index.php?title=%D0%94%D0%BE%D0%BD%D0%BE%D1%80_%D0%BA%D1%80%D0%BE%D0%B2%D0%B8,4,312
a3519318952160cd,Спермобанк,https://wiki.amazing-online.com/index.php?title=%D0%A1%D0%BF%D0%B5%D1%80%D0%BC%D0%BE%D0%B1%D0%B0%D0%BD%D0%BA,4,231
a511459b38316984,Пгт. Батырево,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B3%D1%82._%D0%91%D0%B0%D1%82%D1%8B%D1%80%D0%B5%D0%B2%D0%BE,7,705
89c72fcb64de8612,Пгт. Рыжевск,https://wiki.amazing-online.com/index.php?title=%D0%9F%D0%B3%D1%82._%D0%A0%D1%8B%D0%B6%D0%B5%D0%B2%D1%81%D0%BA,5,526
8a521656896cb9da,Г. Лыткарино,https://wiki.amazing-online.com/index.php?title=%D0%93._%D0%9B%D1%8B%D1%82%D0%BA%D0%B0%D1%80%D0%B8%D0%BD%D0%BE,5,512
d0aa47ba807bf52d,Г. Арзамас,https://wiki.amazing-online.com/index.php?title=%D0%93._%D0%90%D1%80%D0%B7%D0%B0%D0%BC%D0%B0%D1%81,5,612
